NCHILD,NCHLT5,SEX,AGE,MARST,RACE,RACED,HISPAN,EDUC,EMPSTAT,INCWAGE,VETSTAT
0,0,2,19,6,1,100,0,7,1,2000,1
0,0,2,21,6,2,200,0,6,1,1200,1
0,0,2,39,2,1,100,0,11,1,60000,1
0,0,2,61,4,1,100,0,6,1,55000,1
0,0,1,58,6,1,100,0,6,1,40000,1
2,0,2,44,1,7,700,1,10,1,106000,1
2,0,1,45,1,7,700,4,10,1,62000,1
2,0,2,55,1,1,100,0,6,1,40000,1
0,0,1,25,6,1,100,0,10,1,40000,1
0,0,2,56,1,1,100,0,8,1,88000,1
0,0,2,49,1,1,100,0,11,1,100000,1
0,0,1,63,1,1,100,0,11,1,100000,1
1,0,2,65,4,1,100,0,6,1,22000,2
0,0,1,42,6,1,100,0,6,1,0,1
1,0,2,36,6,7,700,0,6,1,15600,1
3,0,2,53,4,1,100,0,11,1,34000,1
0,0,1,22,6,1,100,0,10,1,3000,1
0,0,2,52,4,1,100,0,11,1,87000,1
0,0,1,52,4,8,826,2,6,1,100000,1
1,0,1,42,1,1,100,0,10,1,100000,1
1,0,2,43,1,1,100,0,11,1,90000,1
0,0,1,50,4,1,100,0,10,1,95000,1
0,0,2,22,6,1,100,0,10,1,22000,1
2,0,1,56,1,1,100,0,6,1,135000,1
2,0,2,57,1,1,100,0,6,1,20000,1
2,0,1,52,1,1,100,0,6,1,70000,1
2,0,2,38,1,8,802,0,8,1,45000,1
2,1,1,30,4,1,100,0,7,1,127000,1
2,0,2,46,1,2,200,0,10,1,400000,1
0,0,1,26,6,1,100,0,0,1,40000,1
0,0,2,27,6,1,100,0,6,1,40000,1
0,0,2,28,6,2,200,0,11,1,24000,1
0,0,1,30,6,2,200,0,11,1,24000,1
0,0,1,38,4,1,100,0,7,1,13700,1
0,0,1,30,6,1,100,0,11,1,24000,1
1,0,2,42,1,1,100,0,10,1,25000,1
1,0,1,43,1,1,100,0,8,1,85000,1
2,2,1,33,1,1,100,0,11,1,108000,1
2,2,2,32,1,1,100,0,10,1,63000,1
2,0,2,65,1,1,100,0,10,1,73000,1
0,0,1,34,6,1,100,0,6,1,33000,1
0,0,2,32,6,1,100,0,11,1,31700,1
0,0,1,39,4,1,100,0,10,1,38000,1
1,0,2,43,1,1,100,0,8,1,28000,1
1,0,1,41,1,1,100,0,7,1,74000,1
1,0,1,36,1,1,100,0,6,1,25000,1
1,0,2,42,1,1,100,0,7,1,35000,1
2,1,1,41,6,1,100,4,6,1,0,1
2,1,2,32,6,1,100,4,6,1,5600,1
0,0,2,65,4,8,801,2,3,1,22900,1
0,0,2,56,4,1,100,0,11,1,80000,1
0,0,1,38,6,6,610,0,11,1,11000,1
2,0,2,34,6,1,100,0,6,1,15000,1
2,0,1,45,6,1,100,0,6,1,35000,1
0,0,2,41,4,7,700,4,10,1,46300,1
0,0,2,61,2,1,100,0,10,1,32400,1
0,0,1,59,1,1,100,0,10,1,140000,1
0,0,2,25,6,1,100,0,10,1,4300,1
1,1,2,28,6,1,100,0,6,1,28700,1
1,0,2,52,4,1,100,0,10,1,20000,1
1,0,1,53,4,1,100,0,10,1,100000,1
0,0,1,18,6,1,100,0,6,1,5000,1
1,0,2,60,4,1,100,0,10,1,100000,1
1,0,2,34,6,1,100,0,6,1,20000,1
0,0,1,56,4,1,100,0,6,1,68000,1
0,0,1,36,2,1,100,0,10,1,65000,1
0,0,2,48,1,1,100,0,6,1,40000,1
0,0,1,55,1,1,100,0,6,1,40000,1
2,0,1,52,1,1,100,0,6,1,34100,1
2,0,2,49,1,1,100,0,7,1,40000,1
0,0,2,18,6,1,100,0,6,1,3700,1
0,0,1,60,1,1,100,0,6,1,58000,2
0,0,2,56,1,1,100,0,6,1,67000,1
0,0,2,32,1,8,801,0,6,1,47700,1
0,0,2,35,1,1,100,0,7,1,54000,1
0,0,2,63,1,8,826,3,11,1,137000,1
0,0,1,64,1,1,100,0,11,1,0,1
3,1,2,38,1,7,700,4,0,1,80000,1
3,1,1,42,1,7,700,1,5,1,53000,1
2,0,1,48,4,1,100,0,11,1,34000,1
2,0,2,45,4,1,100,0,11,1,100000,1
0,0,1,30,6,1,100,0,10,1,83000,1
0,0,2,28,6,1,100,0,10,1,60000,1
0,0,1,59,1,1,100,0,10,1,225000,1
0,0,2,60,1,1,100,0,8,1,18000,1
0,0,2,56,4,1,100,0,10,1,10400,1
1,1,1,34,1,1,100,0,11,1,160000,1
1,1,2,33,1,1,100,0,11,1,95000,1
0,0,2,29,6,8,802,0,10,1,58000,1
0,0,1,34,4,1,100,0,8,1,175000,1
0,0,1,53,1,8,826,2,7,1,59000,1
0,0,2,56,1,8,826,2,7,1,47000,2
0,0,1,57,1,1,100,0,4,1,46000,1
2,2,2,39,1,1,100,0,10,1,77000,1
2,2,1,40,1,1,100,0,10,1,120000,1
1,0,1,52,1,1,100,0,8,1,73000,1
1,0,2,50,1,1,100,0,10,1,250000,1
1,0,2,27,1,7,700,2,6,1,25000,1
1,0,1,32,1,7,700,2,7,1,41000,1
0,0,2,52,4,1,100,0,10,1,74000,1
2,0,1,50,1,1,100,0,6,1,115000,1
0,0,1,51,6,2,200,0,6,1,17000,1
0,0,1,51,6,2,200,0,6,1,17000,1
0,0,1,34,6,8,802,0,10,1,130000,1
0,0,1,52,6,1,100,0,7,1,0,1
0,0,2,59,6,1,100,0,7,1,40000,1
1,0,2,46,1,1,100,0,10,1,75000,1
1,0,1,45,1,1,100,0,10,1,88000,1
0,0,1,36,4,1,100,0,7,1,87000,1
3,1,2,44,6,2,200,0,8,1,18000,1
3,1,1,41,1,1,100,0,11,1,120000,1
3,1,2,40,1,1,100,0,10,1,125000,1
1,0,2,40,1,8,802,0,8,1,80000,1
1,0,1,42,1,1,100,0,8,1,40000,1
3,1,2,28,4,1,100,0,8,1,36000,1
2,2,2,35,1,1,100,0,10,1,93000,1
2,2,1,35,1,1,100,0,8,1,66000,1
0,0,1,64,6,1,100,0,6,1,49000,1
0,0,1,55,4,1,100,0,7,1,72000,2
0,0,2,58,1,2,200,0,6,1,55000,1
0,0,1,34,6,8,826,1,11,1,23000,1
0,0,2,26,6,1,100,0,10,1,5000,1
0,0,2,25,6,1,100,0,11,1,48000,1
0,0,2,25,6,2,200,0,10,1,3300,1
0,0,2,23,6,1,100,0,10,1,9000,1
0,0,2,48,4,2,200,0,10,1,37000,2
0,0,1,32,6,1,100,0,7,1,8500,1
0,0,2,18,6,1,100,0,7,1,1500,1
0,0,1,19,6,2,200,0,6,1,1000,1
0,0,1,32,6,2,200,0,7,1,15000,1
0,0,1,31,6,2,200,0,7,1,25000,1
1,1,2,34,1,1,100,0,11,1,29800,1
1,1,1,37,1,1,100,0,11,1,68000,1
0,0,1,28,6,1,100,0,11,1,72000,1
0,0,2,35,1,1,100,0,11,1,140000,1
0,0,1,35,1,1,100,0,10,1,60000,1
0,0,1,64,1,1,100,0,7,1,26000,1
0,0,2,63,1,1,100,0,10,1,125000,1
0,0,1,57,6,1,100,0,11,1,165000,1
3,1,2,44,1,1,100,0,11,1,50000,1
3,1,1,44,1,1,100,0,11,1,105000,1
0,0,2,41,6,1,100,0,10,1,40000,1
0,0,1,36,6,1,100,0,10,1,51000,1
0,0,2,21,6,1,100,0,7,1,1000,1
0,0,1,35,2,8,826,2,6,1,1500,1
0,0,2,18,6,1,100,0,6,1,4000,1
0,0,1,23,6,1,100,0,6,1,2500,1
0,0,2,20,6,1,100,0,7,1,15300,1
0,0,1,19,6,1,100,0,6,1,30000,1
0,0,2,44,4,2,200,0,6,1,16800,1
0,0,2,18,6,1,100,0,6,1,350,1
0,0,1,21,6,1,100,0,7,1,3600,1
0,0,2,20,6,1,100,0,6,1,22600,1
0,0,2,19,6,1,100,0,6,1,13000,1
0,0,2,63,4,2,200,0,6,1,28400,1
0,0,1,19,6,7,700,1,6,1,8500,1
1,0,1,51,1,1,100,0,6,1,30000,2
0,0,2,48,4,1,100,0,6,1,32000,1
0,0,1,27,6,1,100,0,10,1,40000,1
0,0,1,27,6,6,610,0,6,1,65000,1
0,0,1,28,6,1,100,0,6,1,30000,1
0,0,1,31,6,9,907,2,10,1,35800,1
1,0,1,52,6,1,100,0,6,1,20000,1
2,0,2,39,1,1,100,0,10,1,65000,1
2,0,1,37,1,1,100,0,10,1,80000,1
0,0,1,55,1,1,100,0,10,1,231000,1
0,0,2,50,1,8,802,0,7,1,6000,1
0,0,2,54,1,2,200,0,8,1,5000,1
0,0,2,54,1,2,200,0,6,1,27400,1
3,1,2,34,1,1,100,0,6,1,31200,1
3,1,1,37,1,1,100,0,1,1,120000,1
3,0,1,44,4,1,100,0,11,1,80000,1
2,0,2,39,1,1,100,0,8,1,11300,1
0,0,1,19,6,1,100,0,6,1,6000,1
0,0,2,65,1,1,100,0,6,1,1800,1
1,0,1,39,3,3,314,0,8,1,45000,1
2,0,2,61,2,1,100,0,7,1,0,1
1,0,2,48,1,1,100,0,10,1,45000,1
0,0,2,33,6,1,100,0,10,1,45000,1
0,0,1,40,6,1,100,0,8,1,35000,1
2,0,1,45,1,1,100,0,0,1,28000,2
0,0,2,18,6,1,100,0,7,1,18000,1
0,0,2,57,4,1,100,0,11,1,250000,1
0,0,1,57,4,1,100,0,11,1,120000,1
2,0,1,64,1,7,700,4,0,1,27000,1
2,0,2,63,1,7,700,4,0,1,25000,1
1,1,2,29,6,7,700,4,6,1,8000,1
0,0,2,22,6,7,700,4,7,1,10000,1
0,0,2,57,4,1,100,0,6,1,45000,1
0,0,1,35,4,1,100,0,7,1,65000,1
1,0,1,62,1,1,100,0,6,1,56000,2
1,0,2,58,1,8,826,0,7,1,10000,1
1,1,2,27,6,1,100,0,6,1,19700,1
1,0,2,39,1,1,100,0,10,1,160000,1
1,0,1,41,1,8,802,0,6,1,54000,1
1,0,2,49,1,1,100,0,7,1,57000,1
1,0,1,57,1,1,100,0,10,1,87000,1
2,0,2,53,2,1,100,0,6,1,114000,1
0,0,1,30,6,2,200,0,8,1,30000,1
0,0,1,57,6,1,100,0,11,1,475000,1
0,0,1,51,4,7,700,1,2,1,32000,1
0,0,2,56,1,1,100,0,8,1,62000,1
0,0,1,57,1,1,100,0,10,1,29000,1
0,0,2,55,1,2,200,0,11,1,125000,2
0,0,1,57,1,2,200,0,10,1,35000,1
2,0,2,49,1,1,100,0,7,1,34000,1
0,0,1,19,6,1,100,0,7,1,1600,1
1,0,1,36,6,2,200,0,7,1,80000,1
0,0,1,58,1,1,100,0,11,1,150000,1
0,0,2,46,5,2,200,0,10,1,48000,1
1,0,2,52,6,2,200,0,6,1,22000,1
0,0,2,19,6,2,200,0,6,1,3600,1
2,0,2,47,1,1,100,0,6,1,59000,1
1,0,1,43,6,1,100,0,7,1,35000,1
1,0,2,42,3,1,100,0,7,1,22000,1
0,0,1,57,6,8,826,4,8,1,48000,1
0,0,2,32,6,1,100,0,8,1,39000,1
0,0,1,39,4,8,826,2,7,1,85000,1
0,0,1,37,2,8,802,0,6,1,19200,1
1,1,2,23,1,1,100,0,6,1,26000,1
1,1,1,26,1,1,100,0,6,1,0,1
0,0,1,61,1,2,200,0,8,1,54000,2
0,0,2,60,1,2,200,0,10,1,48000,1
0,0,2,18,6,2,200,0,5,1,1000,1
1,0,2,43,6,1,100,0,10,1,60000,1
2,0,1,58,1,1,100,0,8,1,33000,1
0,0,1,22,6,8,826,4,6,1,4500,1
1,0,2,53,1,1,100,1,2,1,9000,1
1,0,1,51,1,1,100,1,2,1,8000,1
0,0,1,33,5,1,100,0,7,1,4300,1
0,0,1,62,1,1,100,0,10,1,34000,1
0,0,2,43,6,1,100,0,6,1,80000,1
0,0,2,19,6,1,100,0,6,1,25000,1
0,0,1,52,6,1,100,0,8,1,100000,1
1,0,1,46,1,1,100,0,6,1,22000,1
1,0,2,47,1,1,100,0,7,1,800,1
3,1,1,40,6,3,399,0,7,1,45000,1
3,1,2,36,6,8,830,0,11,1,65000,1
1,1,1,39,1,1,100,0,7,1,73000,1
1,1,2,42,1,1,100,0,11,1,53000,1
3,0,1,45,6,2,200,0,6,1,23000,2
0,0,1,26,6,2,200,0,10,1,20000,1
0,0,2,46,2,2,200,0,10,1,0,1
0,0,1,47,6,1,100,4,1,1,0,1
5,1,1,43,3,1,100,0,0,1,22000,1
5,1,2,30,6,1,100,0,0,1,7000,1
2,1,1,28,1,1,100,0,6,1,55000,1
1,0,2,60,1,7,700,4,8,1,67000,1
0,0,1,29,6,7,700,4,8,1,12800,1
2,0,1,37,1,1,100,0,8,1,60000,1
0,0,2,31,1,1,100,0,10,1,43500,1
0,0,1,26,1,1,100,0,7,1,38000,1
2,0,2,60,1,1,100,0,7,1,17000,1
2,0,1,59,1,1,100,0,7,1,21000,2
0,0,1,24,6,1,100,0,6,1,5700,1
0,0,1,22,6,1,100,0,7,1,14000,1
0,0,1,49,6,1,100,0,10,1,100000,1
0,0,2,63,5,1,100,0,6,1,62000,1
0,0,1,49,6,6,610,0,11,1,130000,1
0,0,1,53,6,1,100,0,10,1,475000,1
3,1,2,26,6,8,826,4,6,1,43000,1
3,1,1,30,6,8,826,4,5,1,22100,1
0,0,1,38,1,1,100,0,6,1,30000,1
0,0,2,26,1,2,200,0,6,1,25000,1
0,0,2,23,6,2,200,0,7,1,25000,1
0,0,1,42,1,1,100,3,6,1,25000,1
0,0,2,44,1,1,100,3,11,1,23000,1
0,0,2,44,1,2,200,0,8,1,6000,1
0,0,1,47,1,2,200,0,8,1,17000,1
3,0,1,61,1,1,100,0,11,1,5600,1
3,0,2,61,1,8,826,4,10,1,10000,1
0,0,1,30,6,8,826,4,6,1,19300,2
0,0,1,28,6,8,826,4,7,1,26500,1
0,0,1,26,6,8,826,4,8,1,26100,1
0,0,2,34,6,8,826,2,10,1,50000,1
0,0,2,61,1,1,100,0,6,1,34000,2
5,3,2,29,6,1,100,0,0,1,10000,1
1,0,2,55,3,1,100,0,7,1,20200,1
1,0,2,46,3,7,700,4,8,1,37000,1
0,0,1,59,1,8,826,4,8,1,24000,1
2,0,2,55,6,2,200,0,3,1,0,1
0,0,1,31,6,1,100,0,10,1,22000,1
0,0,1,57,6,1,100,0,10,1,94000,1
3,1,2,36,6,7,700,1,6,1,9000,1
3,1,1,30,6,7,700,4,2,1,10000,1
1,0,1,47,1,2,200,0,10,1,8500,1
1,0,2,46,1,2,200,0,10,1,42000,1
3,1,2,28,2,2,200,0,8,1,30000,1
0,0,1,59,1,1,100,0,6,1,15000,1
2,0,1,56,1,7,700,0,6,1,60000,1
2,0,2,44,1,7,700,4,8,1,60000,1
2,0,1,49,3,1,100,0,6,1,50000,2
0,0,1,43,1,1,100,0,6,1,41000,1
0,0,2,37,1,1,100,0,11,1,50000,1
2,0,2,45,1,1,100,0,11,1,0,1
2,0,1,48,1,1,100,0,8,1,75000,1
0,0,1,57,1,1,100,0,8,1,25000,2
0,0,2,56,1,1,100,0,6,1,25000,1
0,0,1,62,1,1,100,0,6,1,30000,2
0,0,2,65,1,1,100,0,10,1,3000,1
2,1,2,33,1,1,100,0,7,1,38000,1
2,1,1,35,1,1,100,0,6,1,64000,1
2,0,1,55,1,1,100,1,2,1,65000,1
2,0,2,54,1,1,100,1,2,1,35000,1
0,0,1,28,6,1,100,1,10,1,40000,1
0,0,2,26,1,1,100,1,6,1,13000,1
0,0,1,27,1,1,100,2,6,1,17000,1
0,0,2,62,6,1,100,0,8,1,20600,2
0,0,2,62,1,1,100,0,6,1,94000,1
0,0,2,48,1,1,100,0,6,1,23800,1
0,0,2,50,5,1,100,0,7,1,54000,1
0,0,1,34,2,6,660,0,7,1,12000,1
0,0,1,36,6,1,100,0,8,1,29000,1
0,0,1,48,6,1,100,0,6,1,16700,1
2,1,1,37,6,1,100,0,10,1,40000,2
2,1,2,32,6,1,100,0,8,1,30000,1
0,0,1,50,1,2,200,0,6,1,20000,1
0,0,2,52,1,2,200,0,6,1,1800,1
2,0,1,35,1,1,100,0,11,1,102000,1
2,0,2,37,1,1,100,0,6,1,25000,1
2,0,2,50,1,2,200,0,11,1,10000,1
2,0,1,40,1,2,200,0,10,1,100000,1
0,0,1,24,6,2,200,0,6,1,5000,1
0,0,1,18,6,2,200,0,6,1,4000,1
2,0,2,49,4,2,200,0,8,1,38000,1
1,0,1,57,1,1,100,0,7,1,250000,1
0,0,2,25,2,1,100,0,7,1,0,1
0,0,2,39,6,1,100,0,10,1,55000,1
0,0,1,25,6,1,100,0,10,1,61000,1
0,0,2,26,6,1,100,0,10,1,85000,1
2,0,2,39,1,2,200,0,8,1,29200,1
2,0,1,47,1,2,200,0,8,1,28600,1
2,0,2,51,1,1,100,0,6,1,0,1
0,0,1,27,6,1,100,0,11,1,30000,1
0,0,1,23,6,1,100,0,10,1,500,1
0,0,2,62,1,1,100,0,7,1,1200,1
1,0,2,60,4,8,826,3,8,1,65000,1
0,0,1,43,2,8,826,3,8,1,24000,1
0,0,2,58,4,1,100,0,11,1,70000,1
2,0,2,45,1,8,826,4,6,1,100000,1
0,0,2,36,4,1,100,0,8,1,45000,1
0,0,1,54,6,1,100,0,11,1,14400,1
3,0,2,33,6,1,100,0,6,1,8200,1
0,0,1,59,4,8,826,3,10,1,200000,2
0,0,2,55,4,1,100,0,11,1,50000,1
1,0,2,47,1,2,200,0,7,1,50000,1
1,0,1,50,1,2,200,0,6,1,46000,1
0,0,1,28,3,2,200,0,6,1,21000,1
2,0,1,51,1,2,200,0,11,1,37000,2
0,0,2,23,6,2,200,0,6,1,13000,1
0,0,1,61,1,1,100,0,7,1,475000,1
0,0,1,60,4,1,100,0,10,1,12000,1
0,0,2,49,6,1,100,0,6,1,20000,1
2,0,1,44,1,8,826,4,11,1,20600,1
2,0,2,44,1,8,826,4,11,1,4700,1
0,0,1,40,6,1,100,0,6,1,25000,1
2,0,2,52,1,1,100,0,10,1,18000,1
0,0,1,30,6,1,100,0,10,1,5000,1
0,0,2,45,6,1,100,0,6,1,30000,1
0,0,1,65,4,1,100,0,10,1,60000,1
0,0,2,25,6,8,826,2,8,1,9000,1
0,0,1,52,1,2,200,0,10,1,105000,2
0,0,1,57,1,8,826,3,8,1,102000,1
0,0,1,30,6,1,100,0,6,1,65000,1
1,1,1,33,4,8,812,0,10,1,45000,1
1,0,1,48,1,8,826,3,6,1,129000,1
0,0,2,24,2,8,826,3,6,1,10000,1
0,0,2,54,6,8,826,3,10,1,68000,1
0,0,1,55,1,1,100,0,6,1,38000,1
2,0,1,57,1,8,826,4,7,1,29000,1
0,0,1,29,6,8,826,4,10,1,17900,1
1,0,2,58,4,1,100,0,6,1,37800,1
0,0,1,33,6,1,100,0,6,1,31200,1
0,0,2,57,4,1,100,0,10,1,46000,1
3,0,2,53,1,1,100,0,11,1,70000,1
3,0,1,56,1,1,100,0,10,1,0,1
0,0,1,63,1,1,100,0,8,1,83000,1
3,0,1,37,6,2,200,2,6,1,40000,1
3,0,2,38,6,2,200,4,7,1,50000,1
0,0,1,19,6,2,200,4,6,1,12000,1
0,0,1,55,1,1,100,0,10,1,60000,1
2,0,1,44,1,8,826,3,10,1,90000,1
2,0,2,42,1,1,100,0,11,1,80000,1
3,2,1,31,6,1,100,0,6,1,47000,1
3,2,2,27,6,1,100,0,6,1,17000,1
4,0,2,42,1,1,100,0,10,1,37900,1
4,0,1,43,1,1,100,0,10,1,120000,1
1,0,1,56,1,8,826,4,11,1,190000,1
1,0,2,56,4,1,100,0,7,1,50000,1
1,1,2,21,6,2,200,0,7,1,6900,1
1,1,1,20,6,2,200,0,6,1,20000,1
0,0,1,32,1,8,826,4,11,1,56000,1
0,0,1,29,1,1,100,0,11,1,109000,1
3,0,1,47,1,7,700,1,0,1,0,1
1,0,2,50,4,1,100,0,11,1,30000,1
2,0,1,65,1,1,100,0,6,1,45000,1
0,0,1,22,6,1,100,0,6,1,22000,1
0,0,1,34,6,1,100,0,2,1,60000,1
0,0,1,58,1,8,826,2,6,1,22000,1
0,0,2,63,4,8,826,3,10,1,3000,1
0,0,1,44,4,1,100,0,7,1,60000,1
3,0,2,26,1,8,801,0,10,1,24600,1
3,0,1,27,1,8,801,0,6,1,44700,1
2,1,1,37,6,2,200,0,8,1,29100,2
2,1,2,45,4,2,200,0,10,1,0,1
2,0,1,50,1,7,700,0,11,1,90000,1
1,0,1,51,4,1,100,0,6,1,0,1
3,1,2,38,1,1,100,0,10,1,18900,1
3,1,1,41,1,1,100,0,11,1,18900,1
2,0,1,34,1,1,100,0,8,1,65000,1
2,0,2,35,1,1,100,0,10,1,45000,1
0,0,2,53,1,7,700,4,7,1,14000,1
2,1,2,41,1,7,700,4,10,1,22000,1
2,1,1,33,1,7,700,4,8,1,47000,1
1,0,2,42,4,1,100,0,6,1,13000,1
0,0,2,55,1,1,100,0,6,1,60000,1
0,0,1,57,1,1,100,0,6,1,57000,1
0,0,1,60,1,8,826,0,7,1,35000,1
2,2,1,38,1,2,200,0,11,1,100000,1
2,2,2,35,1,7,700,4,11,1,29500,1
1,0,2,60,4,1,100,0,11,1,62000,1
2,0,2,38,6,1,100,0,10,1,5000,2
0,0,1,43,2,1,100,0,6,1,23000,1
1,0,1,60,5,1,100,0,6,1,0,1
0,0,1,53,1,8,826,2,6,1,48000,1
0,0,2,50,1,8,826,2,7,1,3700,1
0,0,1,30,1,1,100,0,11,1,30000,1
0,0,2,45,2,1,100,0,10,1,94000,1
0,0,2,19,6,1,100,0,4,1,7100,1
0,0,1,35,6,1,100,0,6,1,15600,1
0,0,2,58,4,8,826,0,6,1,19000,1
1,0,1,60,4,1,100,4,10,1,100000,1
0,0,1,28,3,1,100,0,0,1,1300,1
2,0,2,53,1,1,100,0,8,1,56000,1
2,0,1,55,1,1,100,0,6,1,70000,1
0,0,1,25,6,1,100,0,11,1,40000,1
0,0,2,47,1,2,200,0,6,1,77000,1
0,0,1,52,1,2,200,0,8,1,68000,2
0,0,2,46,1,8,826,4,10,1,38200,1
0,0,1,46,1,1,100,0,6,1,15000,1
0,0,1,63,1,1,100,0,6,1,75000,1
0,0,1,27,6,4,400,0,11,1,48000,1
0,0,2,57,1,1,100,0,11,1,55000,1
0,0,1,57,1,1,100,0,11,1,85000,1
0,0,2,56,5,1,100,0,6,1,56000,1
2,1,1,36,1,2,200,0,8,1,60000,1
2,1,2,37,1,2,200,0,0,1,36000,1
0,0,1,26,6,1,100,0,8,1,29800,1
0,0,2,26,6,8,826,2,8,1,40000,1
0,0,2,19,6,1,100,3,6,1,5000,1
0,0,1,40,1,1,100,0,6,1,99000,1
0,0,2,35,1,1,100,0,6,1,4000,1
0,0,1,56,1,1,100,0,7,1,50000,1
0,0,2,53,1,1,100,0,7,1,30000,1
0,0,2,62,6,8,802,0,6,1,28000,1
0,0,1,21,6,2,200,0,8,1,2000,1
0,0,1,25,6,4,400,0,10,1,1000,1
0,0,2,21,6,1,100,0,8,1,12000,1
0,0,2,64,4,1,100,0,10,1,130000,1
0,0,1,56,4,1,100,0,7,1,34000,2
0,0,1,35,1,1,100,0,11,1,120000,1
0,0,2,31,1,1,100,0,11,1,82000,1
1,0,1,58,1,1,100,0,6,1,75000,1
1,0,2,58,1,1,100,0,6,1,60000,1
1,0,2,30,6,1,100,0,6,1,25000,1
2,2,1,30,1,1,100,4,10,1,0,1
2,2,2,31,1,1,100,4,11,1,0,1
1,0,1,57,1,1,100,4,1,1,41000,1
1,0,2,54,1,1,100,4,11,1,32000,1
0,0,1,39,6,6,600,0,10,1,83000,1
1,0,2,42,1,1,100,0,10,1,45000,1
1,0,1,45,1,1,100,0,6,1,105000,1
2,1,1,59,1,1,100,0,7,1,140000,2
2,1,2,39,1,7,700,4,10,1,32000,1
0,0,2,33,2,1,100,0,10,1,61000,1
0,0,2,57,5,1,100,0,6,1,32000,1
1,0,2,50,4,1,100,0,11,1,50000,1
0,0,1,65,2,8,826,4,11,1,83000,1
0,0,1,22,6,1,100,0,8,1,15000,1
0,0,2,23,6,1,100,0,10,1,30000,1
0,0,1,52,6,1,100,0,11,1,112000,1
0,0,2,31,6,1,100,0,10,1,105000,1
1,0,2,38,6,7,700,4,10,1,20800,1
0,0,1,35,6,7,700,4,10,1,400,1
2,2,2,24,1,1,100,0,6,1,7000,1
2,2,1,26,1,1,100,0,10,1,92000,1
1,0,2,61,4,1,100,0,8,1,28000,1
0,0,1,35,1,1,100,0,6,1,29000,1
0,0,2,47,1,1,100,0,10,1,60000,1
0,0,1,47,1,1,100,0,6,1,6000,1
2,1,2,46,1,8,802,0,10,1,200000,1
2,1,1,50,1,1,100,0,10,1,146000,2
0,0,1,57,6,7,700,2,2,1,50000,2
0,0,1,55,1,1,100,0,7,1,18700,2
0,0,2,52,1,1,100,0,10,1,115000,1
0,0,1,56,1,1,100,0,8,1,7000,2
2,0,1,43,1,8,826,3,0,1,15600,1
0,0,2,33,1,1,100,0,10,1,60000,1
0,0,1,29,1,7,700,2,6,1,48000,1
0,0,2,59,1,1,100,0,6,1,12000,1
0,0,1,31,6,1,100,0,10,1,56000,1
0,0,1,39,6,1,100,0,8,1,46000,1
1,0,2,50,1,1,100,0,11,1,60000,1
1,0,1,50,1,1,100,0,6,1,45000,1
0,0,1,32,6,1,100,0,6,1,40000,1
0,0,2,51,6,8,826,4,8,1,50000,1
2,0,1,42,6,8,826,0,6,1,72000,1
0,0,1,20,6,1,100,0,6,1,32000,1
0,0,1,19,6,1,100,0,6,1,4200,1
0,0,2,19,6,8,826,0,1,1,250,1
0,0,2,42,4,1,100,0,6,1,40000,1
1,1,2,39,6,1,100,0,7,1,30000,1
1,1,1,44,6,1,100,0,7,1,30000,1
0,0,1,45,3,6,620,0,10,1,45000,1
3,0,2,42,1,4,400,0,6,1,12000,1
3,0,1,43,1,4,400,0,6,1,37000,1
0,0,2,60,1,6,600,0,6,1,64000,1
0,0,1,59,1,6,600,0,6,1,35000,1
2,0,2,47,2,9,907,4,10,1,30000,1
0,0,2,62,4,8,826,3,6,1,42000,1
0,0,2,61,4,8,826,3,6,1,100000,1
1,0,2,40,1,8,826,4,0,1,55000,1
1,0,1,40,1,8,826,4,0,1,25800,1
2,0,1,40,1,1,100,0,10,1,90000,1
2,0,2,38,1,1,100,0,8,1,80000,1
4,0,1,36,1,1,100,0,6,1,30000,1
4,0,2,39,1,7,700,3,7,1,30000,1
2,0,1,48,1,8,802,0,8,1,75000,1
2,0,2,44,1,1,100,0,10,1,25000,1
2,0,2,61,1,1,100,0,11,1,130000,1
0,0,1,26,6,1,100,0,10,1,70000,1
0,0,2,21,6,1,100,0,10,1,1600,1
1,1,1,42,1,1,100,0,6,1,30000,1
1,1,2,36,1,7,700,2,6,1,30000,1
0,0,2,24,6,2,200,0,6,1,18200,1
0,0,2,25,1,1,100,0,10,1,26000,1
0,0,1,30,1,1,100,0,6,1,35000,1
0,0,1,45,3,2,200,0,6,1,0,1
1,0,2,35,1,1,100,0,10,1,53000,1
1,0,1,35,1,1,100,0,8,1,30000,1
0,0,1,56,4,1,100,0,6,1,28000,1
0,0,1,52,6,1,100,0,7,1,8500,1
1,0,2,50,4,2,200,0,10,1,52000,2
0,0,2,20,6,2,200,0,6,1,0,1
0,0,1,26,6,1,100,0,8,1,31000,1
0,0,1,28,6,2,200,0,7,1,20000,1
0,0,1,22,6,1,100,0,7,1,50000,1
1,1,2,43,1,1,100,0,8,1,154000,1
1,1,1,44,1,1,100,0,8,1,150000,1
1,0,2,49,4,8,812,0,10,1,42000,1
1,0,1,38,1,1,100,0,8,1,50000,1
1,0,2,48,1,1,100,0,10,1,70000,1
1,0,1,46,1,8,826,4,10,1,35700,1
1,0,2,35,1,2,200,0,6,1,34000,1
1,0,1,33,1,2,200,0,6,1,60000,1
0,0,2,50,1,2,200,0,7,1,11200,1
0,0,1,46,1,2,200,0,6,1,42000,1
0,0,1,58,1,1,100,0,8,1,17000,2
