NCHILD,NCHLT5,SEX,AGE,MARST,RACE,RACED,HISPAN,EDUC,EMPSTAT,INCWAGE,VETSTAT
0,0,1,52,1,8,802,0,11,1,60000,1
0,0,1,53,1,3,302,0,6,1,58000,1
3,0,2,31,4,2,200,0,6,1,25000,1
3,0,1,50,4,2,200,0,6,1,28000,1
0,0,2,63,1,1,100,0,10,1,63000,1
2,0,1,46,1,1,100,0,10,1,260000,1
2,0,1,49,4,1,100,0,6,1,45000,1
2,0,2,55,4,1,100,0,6,1,3800,1
0,0,2,34,1,4,400,0,10,1,180000,1
0,0,2,19,1,7,700,1,6,1,18000,1
2,0,1,33,6,2,200,0,7,1,20000,1
2,0,1,54,1,1,100,0,11,1,70000,1
0,0,1,60,1,1,100,0,6,1,5000,1
0,0,2,59,1,1,100,0,6,1,31000,1
0,0,1,22,6,1,100,0,7,1,19000,1
0,0,2,22,6,1,100,0,7,1,15000,1
0,0,2,26,6,1,100,0,10,1,30000,1
1,0,1,57,4,1,100,0,6,1,32000,1
0,0,1,23,6,1,100,0,6,1,38800,1
1,0,1,56,1,1,100,0,10,1,62000,1
1,0,2,56,1,1,100,0,10,1,62000,1
0,0,2,42,6,1,100,0,11,1,48000,1
1,0,1,63,1,1,100,0,6,1,45000,1
1,0,2,61,1,1,100,0,8,1,45000,1
0,0,1,50,1,1,100,0,7,1,210000,2
0,0,1,28,6,1,100,0,10,1,50000,1
0,0,1,28,6,1,100,0,11,1,50000,1
0,0,1,25,6,1,100,0,10,1,40000,1
0,0,2,59,4,1,100,0,11,1,85000,1
2,0,2,29,1,7,700,4,0,1,30000,1
0,0,1,35,2,7,700,4,0,1,17000,1
0,0,1,27,6,7,700,4,0,1,16000,1
5,0,1,40,1,7,700,4,0,1,23000,1
5,0,2,32,1,7,700,4,0,1,30000,1
0,0,1,20,6,7,700,4,1,1,20000,1
2,0,1,52,4,1,100,0,11,1,60000,1
2,0,2,46,4,8,826,4,6,1,0,1
0,0,2,39,6,1,100,0,11,1,48000,1
0,0,2,23,1,1,100,0,10,1,63000,1
0,0,1,24,1,1,100,0,6,1,53000,2
2,0,1,52,1,1,100,0,7,1,42300,1
2,0,2,49,1,1,100,0,6,1,23500,1
0,0,2,27,6,1,100,0,7,1,17900,1
2,2,2,32,1,8,826,0,10,1,48000,1
2,2,1,33,1,1,100,0,7,1,45000,1
0,0,1,22,6,1,100,0,8,1,27000,1
0,0,1,22,6,1,100,0,6,1,19500,1
0,0,1,63,1,1,100,0,10,1,1800,2
0,0,2,22,6,1,100,0,7,1,28000,1
0,0,2,32,6,1,100,0,7,1,48000,1
1,0,2,63,1,1,100,0,8,1,43000,1
0,0,1,56,1,1,100,0,6,1,69000,2
3,0,1,50,1,1,100,0,6,1,98000,2
0,0,2,23,6,1,100,0,10,1,3000,1
0,0,1,22,6,1,100,0,6,1,360,1
0,0,1,22,6,1,100,0,6,1,5000,1
1,1,1,39,1,8,826,3,10,1,458000,1
1,1,2,37,1,1,100,0,11,1,65000,1
2,0,2,43,1,1,100,0,11,1,138000,1
2,0,1,46,1,1,100,0,6,1,40000,1
0,0,1,18,6,1,100,0,6,1,5000,1
1,0,2,52,1,2,200,0,7,1,4800,1
2,1,2,33,6,2,200,0,8,1,20000,1
0,0,2,46,3,1,100,3,10,1,18000,1
0,0,1,62,1,1,100,0,6,1,50000,1
0,0,1,25,6,1,100,0,7,1,32000,1
2,0,2,38,1,1,100,0,6,1,11000,1
2,0,1,39,1,1,100,0,10,1,75000,1
0,0,1,44,4,8,826,1,6,1,71000,1
0,0,2,31,4,8,826,3,6,1,37000,1
0,0,2,59,6,1,100,0,6,1,33000,1
1,0,1,38,4,8,802,0,7,1,23700,2
0,0,2,44,4,8,802,0,10,1,44000,1
3,1,1,37,1,1,100,0,6,1,0,1
1,0,2,39,1,2,200,0,7,1,14000,1
1,0,1,45,1,2,200,0,6,1,24000,1
1,0,1,62,1,6,671,0,11,1,100000,1
0,0,1,24,6,6,671,0,10,1,30000,1
2,0,1,37,1,1,100,0,10,1,52000,1
2,0,2,35,1,1,100,0,10,1,40800,1
0,0,1,28,6,1,100,0,10,1,60000,1
0,0,2,49,5,1,100,0,8,1,42000,1
0,0,1,28,4,8,801,0,7,1,28000,2
0,0,2,30,6,1,100,0,6,1,30000,1
0,0,1,32,6,1,100,0,6,1,30000,1
0,0,1,57,1,1,100,0,6,1,32000,1
1,0,1,55,1,1,100,0,10,1,60000,1
1,0,2,51,1,1,100,0,10,1,15000,1
0,0,1,20,6,1,100,0,8,1,12000,1
1,0,2,31,4,2,200,0,10,1,33000,1
0,0,1,29,1,1,100,0,7,1,32000,1
0,0,1,33,1,7,700,4,10,1,40000,1
0,0,1,42,4,1,100,0,0,1,18800,1
0,0,1,41,1,1,100,0,11,1,52000,1
0,0,2,31,1,1,100,0,8,1,30000,1
1,0,2,64,4,1,100,0,7,1,13500,1
0,0,2,28,6,1,100,0,8,1,8000,1
2,0,1,50,1,1,100,0,6,1,30800,1
2,0,2,47,1,1,100,0,6,1,30000,1
1,0,1,50,1,1,100,0,6,1,29000,1
0,0,1,62,4,1,100,0,6,1,42000,1
0,0,2,55,6,2,200,0,6,1,44000,1
0,0,2,48,1,1,100,0,6,1,11000,1
0,0,1,50,1,1,100,0,6,1,24000,2
0,0,1,33,6,1,100,0,7,1,45000,1
2,1,1,30,1,8,826,0,6,1,70000,1
0,0,1,20,6,1,100,0,6,1,0,1
0,0,1,30,6,1,100,0,6,1,0,1
2,0,1,46,1,1,100,0,6,1,65000,1
2,0,2,39,1,1,100,0,6,1,45000,1
2,1,1,47,1,1,100,0,10,1,175000,1
2,1,2,48,1,1,100,0,11,1,0,1
0,0,2,61,4,1,100,0,7,1,50000,1
0,0,2,30,1,2,200,0,7,1,20000,1
0,0,1,58,4,1,100,0,11,1,200000,1
3,0,2,43,1,1,100,0,10,1,20300,1
3,0,1,58,1,1,100,0,11,1,205000,1
1,0,2,51,1,1,100,0,7,1,0,1
1,0,1,50,1,1,100,0,7,1,70000,1
3,0,1,35,1,1,100,0,10,1,104000,1
0,0,1,54,1,1,100,0,6,1,75000,1
0,0,2,59,1,1,100,0,6,1,32000,1
1,0,1,47,1,1,100,0,11,1,94000,1
4,0,1,47,1,1,100,0,7,1,48000,1
4,0,2,44,1,1,100,0,8,1,72000,1
3,0,1,38,4,1,100,0,8,1,50000,1
0,0,2,30,3,1,100,0,8,1,13800,1
0,0,2,28,1,1,100,0,11,1,55000,1
0,0,1,29,1,1,100,0,10,1,132000,1
0,0,2,65,1,1,100,0,11,1,73000,1
0,0,2,51,1,1,100,0,11,1,200000,1
0,0,1,45,1,1,100,0,10,1,0,1
3,1,2,30,1,1,100,0,10,1,45000,1
3,1,1,30,1,8,802,0,6,1,28000,1
1,1,1,22,6,1,100,0,6,1,35000,1
0,0,2,21,6,1,100,0,6,1,10000,1
0,0,1,65,1,1,100,0,8,1,11000,1
0,0,2,51,1,1,100,0,7,1,30000,1
0,0,1,65,1,1,100,0,6,1,45000,1
0,0,2,44,1,8,802,0,8,1,60000,1
0,0,1,43,1,2,200,0,10,1,70000,1
0,0,1,33,1,1,100,0,8,1,55000,1
0,0,1,38,1,1,100,0,6,1,45000,1
1,0,2,47,6,1,100,0,6,1,23000,1
2,1,1,47,1,1,100,0,10,1,98000,1
2,1,2,41,1,1,100,0,11,1,42000,1
2,0,2,42,1,1,100,0,8,1,95000,1
2,0,1,45,1,1,100,0,6,1,40000,1
1,1,2,21,1,2,200,0,6,1,5700,1
0,0,2,29,1,1,100,0,6,1,52000,1
0,0,1,30,1,1,100,0,6,1,40000,1
2,1,1,43,1,1,100,0,10,1,60000,1
2,1,2,40,1,1,100,0,10,1,0,1
0,0,1,21,6,8,826,1,6,1,24000,1
0,0,1,21,6,1,100,0,7,1,7000,1
0,0,1,37,2,1,100,0,7,1,60000,1
0,0,1,26,2,1,100,0,8,1,50000,1
0,0,1,25,6,1,100,0,6,1,2500,1
0,0,1,36,2,7,700,2,10,1,57000,1
0,0,1,19,6,1,100,0,6,1,3000,1
0,0,1,20,6,4,400,0,7,1,4200,1
0,0,1,18,6,8,821,0,6,1,5000,2
0,0,1,22,6,1,100,0,6,1,24000,1
0,0,1,18,6,1,100,0,6,1,5000,1
0,0,2,34,6,1,100,1,6,1,3000,1
0,0,2,50,1,2,200,0,10,1,60000,2
0,0,1,52,1,2,200,0,10,1,30000,2
1,0,2,59,1,1,100,0,6,1,30000,1
1,0,1,61,1,1,100,0,10,1,49500,2
0,0,1,58,1,1,100,0,10,1,6400,1
0,0,2,58,1,1,100,0,10,1,10200,1
0,0,2,45,6,8,826,0,6,1,12000,1
1,1,2,34,1,1,100,0,11,1,35000,1
1,1,1,37,1,1,100,0,10,1,202000,1
0,0,2,26,6,8,826,1,6,1,40000,1
3,0,1,36,1,1,100,0,11,1,135000,2
3,0,1,42,1,8,826,1,8,1,60000,1
3,0,2,42,1,8,826,1,8,1,15000,1
0,0,2,35,2,7,700,1,10,1,125000,1
1,0,2,56,1,1,100,0,10,1,52000,1
0,0,1,32,6,1,100,0,10,1,60000,1
1,1,2,32,1,2,200,0,10,1,55000,1
1,1,1,34,1,2,200,0,10,1,42000,1
0,0,1,61,1,1,100,0,10,1,188000,1
0,0,2,51,1,1,100,0,7,1,50000,1
0,0,1,48,1,1,100,0,7,1,125000,2
0,0,2,20,1,1,100,1,7,1,10000,1
0,0,1,21,1,1,100,0,6,1,23000,1
2,0,2,61,3,8,826,1,7,1,38000,2
0,0,2,57,1,1,100,0,6,1,50000,1
1,0,1,55,1,6,610,0,10,1,63000,1
1,0,2,46,1,6,610,0,11,1,55000,1
0,0,1,28,6,2,200,0,6,1,8800,1
5,2,1,31,6,7,700,1,6,1,20000,1
0,0,1,64,1,1,100,0,6,1,41500,1
0,0,1,23,1,1,100,0,10,1,30000,1
0,0,2,23,1,1,100,0,8,1,55000,1
0,0,2,56,5,1,100,0,11,1,0,1
0,0,1,39,6,1,100,0,10,1,95000,1
0,0,1,59,1,1,100,0,6,1,105000,1
0,0,2,59,1,1,100,0,6,1,55000,1
6,3,2,38,1,1,100,0,11,1,215000,1
0,0,1,58,4,2,200,0,10,1,24000,1
0,0,2,60,4,7,700,4,2,1,20800,1
0,0,1,62,4,7,700,1,2,1,33600,1
2,2,1,35,6,7,700,1,0,1,24000,1
0,0,2,61,1,8,826,1,7,1,105000,1
0,0,1,58,1,8,826,1,6,1,0,1
2,1,1,29,1,1,100,0,10,1,90000,1
2,1,2,35,1,1,100,0,10,1,45000,1
0,0,2,28,6,1,100,0,11,1,107000,1
0,0,2,27,6,1,100,0,10,1,0,1
0,0,2,30,6,1,100,0,10,1,20000,1
3,0,1,47,1,2,200,0,10,1,48000,1
0,0,1,36,6,1,100,1,6,1,42500,1
0,0,1,44,6,1,100,0,10,1,0,1
3,0,1,45,1,1,100,0,10,1,89000,2
3,0,2,42,1,1,100,0,10,1,17000,1
1,0,2,37,1,1,100,4,3,1,46000,1
1,1,1,45,6,1,100,1,3,1,0,1
2,0,2,45,1,1,100,0,11,1,192000,1
2,0,1,45,1,1,100,0,10,1,40000,1
0,0,1,65,1,1,100,0,10,1,175000,1
0,0,2,62,1,1,100,0,6,1,20000,1
1,0,1,51,1,6,610,0,11,1,180000,1
1,0,2,48,1,6,610,0,11,1,120000,1
0,0,2,32,6,7,700,4,10,1,90000,1
1,0,1,40,6,8,826,1,6,1,25000,1
2,0,2,37,3,8,826,1,10,1,65000,1
0,0,1,24,6,8,826,1,6,1,26300,1
0,0,1,36,3,7,700,0,6,1,113000,1
0,0,2,21,6,1,100,0,6,1,38000,1
2,0,2,38,4,7,700,4,11,1,54000,1
0,0,2,31,6,2,200,0,7,1,29000,1
0,0,1,37,3,1,100,0,6,1,5000,1
0,0,1,31,3,3,361,4,6,1,30000,1
0,0,1,30,6,3,361,4,10,1,41000,1
0,0,1,26,2,3,361,4,7,1,56000,1
0,0,1,20,6,3,361,4,6,1,17500,1
2,0,2,43,2,2,200,0,6,1,25000,1
0,0,1,19,6,2,200,0,6,1,1200,1
1,0,1,60,1,4,400,0,11,1,130000,1
1,0,2,55,1,4,400,0,11,1,100000,1
0,0,1,22,6,4,400,0,6,1,70000,1
2,0,2,47,1,1,100,0,7,1,12400,1
2,0,1,48,1,8,826,4,6,1,31200,1
1,0,1,46,1,8,826,1,6,1,50000,1
0,0,1,19,6,8,826,1,7,1,3000,1
0,0,2,48,4,1,100,0,8,1,68000,1
0,0,1,51,4,1,100,1,6,1,85000,1
4,1,1,41,1,1,100,0,10,1,115000,1
4,1,2,44,1,1,100,0,6,1,0,1
0,0,1,31,1,1,100,0,10,1,185000,1
0,0,1,30,1,1,100,0,10,1,30000,1
0,0,2,31,1,1,100,0,10,1,100000,1
0,0,2,44,1,1,100,0,7,1,38000,1
0,0,1,43,1,8,826,1,8,1,60000,1
0,0,2,42,4,1,100,1,7,1,65000,1
0,0,1,19,6,1,100,1,6,1,7000,1
0,0,1,35,6,8,826,1,6,1,50000,1
0,0,2,54,6,6,610,0,11,1,55000,1
1,0,1,38,6,8,826,1,6,1,120000,1
2,0,1,48,1,7,700,1,0,1,70000,1
0,0,1,32,6,7,700,1,6,1,30000,1
0,0,1,30,6,7,700,1,6,1,25000,1
0,0,1,47,4,7,700,1,10,1,25000,1
0,0,1,40,6,7,700,1,6,1,10300,1
0,0,1,55,1,1,100,0,10,1,100000,1
0,0,1,32,4,1,100,0,11,1,60000,1
0,0,1,30,6,6,660,0,7,1,28800,1
1,0,2,64,6,6,660,0,6,1,21000,1
0,0,1,59,4,8,826,1,6,1,0,1
0,0,2,57,1,1,100,0,11,1,65000,1
2,0,2,35,1,1,100,0,8,1,40000,1
2,0,1,36,1,1,100,0,6,1,80000,1
0,0,2,27,6,6,678,0,10,1,50000,1
1,0,2,37,6,1,100,0,6,1,0,1
2,0,1,39,1,1,100,0,11,1,472000,1
2,0,2,42,1,1,100,0,11,1,3000,1
1,0,1,64,5,8,826,1,10,1,7200,1
0,0,1,20,6,8,826,1,7,1,1300,1
0,0,1,40,6,1,100,1,7,1,43800,1
2,0,2,39,1,8,826,0,6,1,2000,1
2,0,1,39,1,8,826,0,6,1,45000,2
2,0,1,46,1,8,802,0,7,1,72000,1
2,0,2,44,1,1,100,0,8,1,44000,1
1,0,2,33,6,1,100,0,7,1,50000,1
0,0,1,55,2,8,802,0,11,1,50000,2
1,1,2,24,1,8,826,1,10,1,3000,1
1,1,1,30,1,8,826,1,6,1,24000,1
0,0,2,60,1,1,100,0,6,1,0,1
3,0,1,33,1,1,100,0,10,1,31300,1
3,0,2,36,1,1,100,0,10,1,42700,1
0,0,1,27,1,8,826,4,10,1,100000,1
0,0,2,28,1,1,100,0,11,1,85000,1
0,0,2,60,1,1,100,0,6,1,16000,1
0,0,1,62,1,1,100,0,6,1,58000,1
0,0,2,20,6,1,100,0,7,1,8000,1
0,0,2,20,6,1,100,0,7,1,10000,1
0,0,2,20,6,1,100,0,7,1,30000,1
0,0,2,56,1,1,100,0,11,1,95000,2
0,0,1,59,1,1,100,0,6,1,45000,1
0,0,1,34,6,2,200,0,10,1,50000,1
0,0,2,31,6,2,200,0,11,1,58000,1
2,1,1,37,1,6,685,0,11,1,49500,2
2,1,2,36,1,7,700,1,6,1,17000,1
0,0,1,35,1,1,100,0,11,1,75000,1
0,0,2,34,1,1,100,0,6,1,0,1
1,0,2,49,4,1,100,1,11,1,68000,1
1,0,1,37,3,1,100,0,6,1,9900,1
0,0,1,28,6,1,100,0,6,1,1800,1
0,0,2,43,6,1,100,0,7,1,20000,1
2,0,1,46,1,8,826,1,6,1,25000,1
2,0,2,36,1,8,826,1,7,1,12000,1
3,0,1,58,4,1,100,0,7,1,170000,1
3,0,2,35,4,1,100,0,8,1,25000,1
1,0,2,46,4,7,700,4,6,1,55000,1
0,0,1,18,6,7,700,4,6,1,1400,1
1,0,1,63,1,1,100,0,6,1,70000,1
1,0,2,62,1,1,100,0,6,1,80000,1
3,0,1,40,1,1,100,0,8,1,77000,1
3,0,2,41,1,1,100,0,10,1,78000,1
1,0,2,48,6,9,904,1,6,1,11200,1
0,0,2,57,4,8,826,1,8,1,57000,1
0,0,1,60,1,2,200,0,6,1,24000,1
0,0,2,57,1,2,200,0,6,1,0,1
1,0,2,56,1,1,100,0,6,1,40000,1
0,0,1,34,4,1,100,0,6,1,100000,1
1,1,2,34,4,2,200,0,6,1,45000,1
1,0,2,61,5,2,200,0,6,1,24000,1
0,0,2,23,6,1,100,0,11,1,20000,1
0,0,1,39,6,1,100,0,4,1,50000,1
0,0,1,54,4,1,100,0,7,1,21000,1
1,0,1,52,1,1,100,0,11,1,472000,1
2,0,2,31,1,1,100,1,6,1,20400,1
2,0,1,34,1,1,100,1,3,1,70000,1
0,0,1,29,4,2,200,0,6,1,660,1
0,0,1,36,6,1,100,0,6,1,65000,1
0,0,1,43,1,1,100,0,6,1,86000,1
0,0,2,43,1,8,826,1,6,1,6000,1
3,0,2,33,4,7,700,1,6,1,20000,1
2,0,2,31,1,8,826,1,6,1,30000,1
2,0,1,33,1,7,700,1,6,1,60000,1
2,0,1,59,1,7,700,1,10,1,58000,1
0,0,2,50,1,1,100,0,10,1,40000,1
0,0,1,46,1,1,100,0,6,1,22000,1
0,0,1,47,1,1,100,0,6,1,79000,1
0,0,2,56,1,1,100,0,6,1,50000,1
0,0,1,36,6,8,826,1,11,1,0,1
0,0,1,31,6,1,100,0,10,1,0,1
2,1,2,34,4,1,100,1,10,1,38000,1
0,0,1,58,1,1,100,1,2,1,40000,1
0,0,1,32,1,1,100,0,6,1,24000,1
0,0,2,33,1,6,610,0,10,1,24000,1
2,0,1,60,4,7,700,1,0,1,32000,1
1,0,1,52,1,1,100,0,7,1,110000,1
1,0,2,44,1,6,600,0,7,1,75000,1
0,0,1,56,1,1,100,0,10,1,30000,1
0,0,2,56,1,1,100,0,8,1,35000,1
1,0,1,28,1,1,100,0,10,1,165000,1
1,0,2,28,1,1,100,0,8,1,42000,1
0,0,2,57,4,8,826,1,8,1,15800,1
1,0,2,55,1,1,100,0,8,1,27500,1
1,0,1,58,1,1,100,0,6,1,35000,2
0,0,2,28,3,1,100,0,6,1,14400,1
0,0,1,28,6,1,100,1,6,1,14000,1
0,0,1,44,4,8,826,1,2,1,96000,1
2,0,1,38,1,7,700,1,6,1,30000,1
2,0,2,37,1,7,700,1,6,1,24000,1
0,0,1,42,1,3,399,1,3,1,28100,1
0,0,1,62,1,2,200,0,11,1,70000,1
0,0,2,44,1,2,200,0,10,1,6000,1
0,0,1,41,6,4,400,0,10,1,20000,1
0,0,2,64,1,1,100,0,6,1,20000,1
0,0,1,64,1,1,100,0,0,1,40000,1
1,0,1,47,4,1,100,0,6,1,35000,1
2,2,2,26,1,1,100,0,10,1,90000,2
2,2,1,26,1,1,100,0,10,1,85000,1
0,0,1,65,1,6,660,0,7,1,51000,1
0,0,2,62,1,1,100,0,6,1,46000,1
0,0,1,65,1,1,100,0,10,1,81000,1
1,0,1,47,1,1,100,1,6,1,88000,1
1,0,2,44,1,1,100,1,4,1,25000,1
2,0,1,62,1,4,410,0,10,1,22000,1
0,0,1,33,6,4,410,0,10,1,100000,1
3,1,2,24,1,7,700,1,7,1,24000,1
3,1,1,24,1,7,700,1,6,1,24000,1
0,0,2,27,6,8,826,4,10,1,50000,1
0,0,1,61,1,1,100,0,6,1,0,1
0,0,1,57,1,1,100,0,11,1,31600,1
0,0,2,59,5,2,200,0,10,1,107000,1
0,0,1,65,1,7,700,1,8,1,110000,2
2,0,1,56,1,8,826,1,11,1,120000,2
0,0,2,36,1,1,100,0,10,1,145000,1
2,0,1,39,1,1,100,0,11,1,195000,1
2,0,1,52,1,1,100,0,10,1,75000,1
2,0,2,52,1,1,100,0,11,1,71000,1
1,0,1,50,1,8,826,1,6,1,20000,1
1,0,2,41,1,8,826,1,6,1,50000,1
0,0,1,27,2,8,826,1,2,1,16200,1
4,0,1,51,1,7,700,1,0,1,55000,1
0,0,2,23,2,7,700,1,6,1,8000,1
0,0,2,19,6,7,700,1,6,1,7000,1
0,0,1,28,6,7,700,1,7,1,80000,1
0,0,2,21,6,7,700,4,5,1,19200,1
0,0,1,31,6,1,100,0,6,1,40000,1
0,0,1,27,6,7,700,1,6,1,40000,1
3,0,1,45,1,6,610,0,11,1,18000,1
0,0,2,62,1,1,100,0,6,1,30000,1
0,0,1,63,1,1,100,0,6,1,85000,1
0,0,2,54,1,1,100,0,6,1,25000,1
4,0,1,42,4,1,100,0,6,1,75000,1
0,0,1,19,6,1,100,0,6,1,30000,1
0,0,2,25,6,2,200,0,10,1,25000,1
2,0,2,51,1,1,100,0,11,1,472000,1
0,0,1,63,6,1,100,0,1,1,7500,1
0,0,2,58,3,1,100,0,10,1,16000,1
0,0,2,40,6,1,100,0,8,1,25000,1
3,1,2,33,1,8,826,1,6,1,4800,1
0,0,1,27,1,3,360,1,6,1,38000,1
0,0,1,26,6,1,100,0,6,1,75000,1
2,0,2,47,1,1,100,0,10,1,140000,1
2,0,1,46,1,1,100,0,10,1,140000,1
2,2,2,28,1,1,100,0,6,1,5000,1
2,2,1,26,1,1,100,0,6,1,55000,1
0,0,2,53,5,1,100,0,8,1,0,1
0,0,2,56,4,3,399,0,11,1,890,1
0,0,2,51,2,1,100,0,6,1,18000,1
1,1,2,26,6,1,100,0,11,1,56000,1
1,1,1,29,6,1,100,0,10,1,60000,1
3,0,1,50,1,1,100,0,11,1,285000,1
3,0,2,45,1,1,100,0,11,1,100000,1
0,0,1,38,1,1,100,0,10,1,94000,1
0,0,2,33,1,3,399,0,11,1,43000,1
3,0,1,40,1,2,200,0,6,1,65000,1
3,0,2,37,1,2,200,0,6,1,21100,1
1,0,1,30,1,8,826,1,2,1,45000,1
1,0,2,29,1,8,826,1,6,1,50000,1
1,1,1,35,1,1,100,0,10,1,60000,1
1,1,2,26,1,1,100,0,10,1,38100,1
3,0,1,48,1,2,200,0,6,1,150000,2
3,0,2,43,1,2,200,0,6,1,20000,1
0,0,2,23,6,2,200,0,7,1,22000,1
0,0,2,18,6,2,200,0,5,1,6000,1
1,0,1,49,1,1,100,0,11,1,190000,2
1,0,1,57,1,8,826,1,6,1,79000,1
0,0,1,40,1,1,100,0,7,1,20000,1
0,0,2,62,4,2,200,0,8,1,34400,1
2,2,1,26,1,7,700,1,10,1,75000,1
2,0,1,54,1,1,100,1,1,1,42000,1
2,0,2,53,1,1,100,1,7,1,45000,1
0,0,1,29,6,1,100,1,4,1,52000,1
0,0,1,18,6,1,100,1,6,1,22000,1
2,1,2,27,1,1,100,0,6,1,7500,1
2,1,1,27,1,1,100,0,6,1,55000,1
2,0,2,45,4,7,700,1,6,1,40000,1
0,0,2,26,6,7,700,1,8,1,96000,1
0,0,1,23,6,7,700,1,6,1,46000,1
0,0,1,27,6,1,100,0,11,1,200000,1
2,0,2,34,3,1,100,1,6,1,0,1
3,2,2,31,1,8,801,1,10,1,21000,1
0,0,1,31,6,6,600,1,7,1,40300,1
0,0,2,20,6,8,826,1,7,1,13600,1
1,0,2,47,4,8,826,1,5,1,40000,1
0,0,2,50,4,2,200,0,11,1,44000,1
2,0,1,43,1,1,100,0,10,1,225000,1
2,0,2,42,1,1,100,0,10,1,50000,1
2,0,2,38,6,7,700,1,7,1,18000,1
1,1,1,23,1,7,700,1,11,1,40000,1
3,2,1,37,1,7,700,1,10,1,70000,1
3,2,2,39,1,1,100,1,7,1,35000,1
2,0,2,43,4,2,200,0,7,1,63000,1
0,0,2,20,6,2,200,0,7,1,12000,1
0,0,1,29,2,8,826,1,6,1,60000,1
0,0,2,46,6,8,826,1,10,1,48000,1
1,0,2,54,1,1,100,0,8,1,77000,1
2,0,2,46,1,1,100,0,11,1,164000,1
2,0,2,38,4,8,826,0,6,1,24000,1
1,0,1,49,1,7,700,1,1,1,0,1
3,1,2,33,1,1,100,0,10,1,50000,1
3,1,1,33,1,1,100,0,6,1,40000,1
0,0,1,52,1,1,100,0,10,1,122000,1
0,0,2,49,1,1,100,0,11,1,90000,1
0,0,1,48,4,1,100,0,10,1,50000,1
3,0,1,40,1,8,826,1,7,1,102000,1
3,0,2,37,1,8,826,1,6,1,4500,1
0,0,1,19,6,1,100,1,7,1,5000,1
0,0,2,18,6,1,100,1,6,1,940,1
8,0,1,52,1,8,826,4,10,1,26200,1
0,0,1,27,6,8,826,4,10,1,11000,1
0,0,1,25,6,8,826,4,10,1,55000,1
0,0,2,21,6,8,826,4,6,1,1300,1
0,0,2,18,6,8,826,4,7,1,4400,1
0,0,1,24,1,7,700,4,11,1,36000,1
0,0,2,25,1,7,700,4,10,1,12000,1
1,0,1,38,1,8,826,1,2,1,35000,1
1,0,2,41,1,8,826,1,2,1,3600,1
1,1,1,21,6,8,826,1,6,1,35000,1
0,0,1,40,6,2,200,1,5,1,37000,1
0,0,1,44,2,1,100,0,10,1,70000,1
0,0,1,36,6,8,802,0,7,1,5000,1
0,0,1,45,2,1,100,0,6,1,21000,1
0,0,1,28,6,1,100,1,7,1,11200,1
0,0,1,26,6,1,100,0,6,1,73000,1
3,0,2,46,4,1,100,1,6,1,12000,1
0,0,2,53,6,1,100,1,3,1,30000,1
3,0,1,46,1,1,100,0,8,1,0,1
3,0,2,41,1,8,826,4,6,1,0,1
0,0,1,24,6,1,100,0,6,1,24000,1
2,0,1,43,1,7,700,2,6,1,0,1
2,0,2,44,1,7,700,2,6,1,0,1
0,0,1,65,1,1,100,0,8,1,23000,1
1,0,2,50,1,1,100,0,10,1,20000,1
1,0,1,57,1,1,100,0,11,1,100000,1
0,0,2,47,6,8,826,1,6,1,5500,1
0,0,2,63,1,1,100,0,11,1,81000,1
0,0,1,49,4,3,308,0,7,1,87000,1
2,0,2,37,1,3,361,0,6,1,2200,1
2,0,1,42,1,1,100,0,7,1,50000,1
0,0,1,59,1,1,100,0,10,1,20000,1
0,0,2,56,1,1,100,0,6,1,18000,1
0,0,2,25,6,1,100,0,7,1,20000,1
1,0,2,46,1,1,100,0,6,1,74000,1
1,0,1,47,1,1,100,0,10,1,89000,1
0,0,1,21,6,1,100,0,6,1,31500,1
0,0,1,30,6,1,100,1,6,1,29000,1
0,0,1,56,6,8,826,4,8,1,68000,1
0,0,2,51,4,1,100,0,10,1,64000,1
2,0,2,49,1,1,100,0,8,1,7000,1
2,0,1,53,1,1,100,0,10,1,0,1
2,1,1,36,1,1,100,0,10,1,50000,1
0,0,2,53,1,2,200,0,10,1,65000,1
2,1,1,31,6,1,100,0,7,1,10000,1
0,0,2,56,6,1,100,0,7,1,3400,1
1,0,1,59,1,1,100,0,11,1,265000,1
1,0,2,61,1,6,663,0,11,1,700,1
0,0,2,23,6,7,700,0,6,1,3200,1
0,0,2,21,6,1,100,1,6,1,11000,1
0,0,1,21,6,1,100,1,7,1,9000,1
0,0,2,19,6,1,100,0,7,1,10400,1
0,0,1,20,6,1,100,0,7,1,12000,1
0,0,2,42,6,1,100,0,6,1,100000,1
0,0,1,26,6,7,700,1,7,1,16000,1
0,0,1,42,6,7,700,4,7,1,17000,1
0,0,1,42,3,7,700,1,11,1,40000,1
2,0,2,34,4,6,640,0,8,1,23000,1
0,0,1,57,4,1,100,0,7,1,117000,1
1,0,2,41,1,1,100,0,7,1,140000,1
1,0,1,44,1,1,100,0,11,1,200000,1
2,0,2,49,1,1,100,0,11,1,20000,1
2,0,1,52,1,1,100,0,10,1,472000,1
2,0,1,32,1,2,200,2,6,1,85000,1
1,0,1,52,1,1,100,0,10,1,132000,1
1,0,2,54,1,6,640,0,10,1,60000,1
0,0,2,30,1,7,700,1,7,1,50000,1
0,0,1,32,1,7,700,1,7,1,12000,1
2,1,2,31,1,2,200,0,10,1,72000,1
2,1,1,34,1,2,200,0,10,1,84000,1
